artist,title
KCamp Featuring 2 Chainz,Cut Her Off
Rick Ross Featuring Jeezy,War Ready
Lil' Boosie & Webbie Featuring Kiara,Show Da World
"George Tandy, Jr.",March
50 Cent Featuring Yo Gotti,Don't Worry 'Bout It
YG Featuring DJ Mustard,"Left, Right"
50 Cent,Hold On
50 Cent,Pilot
Sevyn Streeter,nEXt
Kid Ink Featuring Chris Brown,Main Chick
Tinashe Featuring ScHoolboy Q,2 On
Rich Homie Quan Featuring Problem,Walk Thru
50 Cent Featuring Trey Songz,Smoke
"Tech N9ne Featuring Kendrick Lamar, MAYDAY! & Kendall Morgan",Fragile
2Virgins Featuring Taylor Caniff,Buckwild
Ledisi,I Blame You
Future Featuring Kanye West,I Won
Childish Gambino,IV. Sweatpants
Alicia Keys Featuring Kendrick Lamar,It's On Again
Pharrell Williams,Marilyn Monroe
Iggy Azalea Featuring T.I.,Change Your Life
Jason Derulo Featuring Snoop Dogg,Wiggle
Michael Jackson & Justin Timberlake,Love Never Felt So Good
G-Eazy Featuring Devon Baldwin,Let's Get Lost
ScHoolboy Q Featuring BJ The Chicago Kid,Studio
Usher,Good Kisser
Pharrell Williams,Come Get It Bae
"DJ Khaled Featuring Jay Z, Meek Mill, Rick Ross & French Montana",They Don't Love You No More
Michael Jackson,Slave To The Rhythm
G-Eazy Featuring Remo,I Mean It
Ca$h Out,She Twerkin
"Young Money Featuring Tyga, Nicki Minaj & Lil Wayne",Senile
Michael Jackson,Billie Jean
Nicki Minaj,Pills N Potions
Meek Mill,I Don't Know
Robin Thicke,Get Her Back
Lil Wayne Featuring Drake,Believe Me
Michael Jackson,Chicago
Adrian Marcel Featuring Sage The Gemini,2AM.
Ne-Yo Featuring Jeezy,Money Can't Buy
Migos,Fight Night
Trey Songz,SmartPhones
August Alsina Featuring B.o.B & Yo Gotti,Numb
Jeremih Featuring YG,Don't Tell 'Em
G-Eazy Featuring A$AP Ferg & Danny Seth,Lotta That
Tyga Featuring Young Thug,Hookah
T.I. Featuring Young Thug,About The Money
TeeFLii Featuring 2 Chainz,24 Hours
T.I. Featuring Iggy Azalea,No Mediocre
Trey Songz,Foreign
"Mike WiLL Made-It Featuring Future, Lil Wayne & Kendrick Lamar",Buy The World
Iggy Azalea Featuring Rita Ora,Black Widow
Jhene Aiko Featuring Cocaine 80s,To Love & Die
Migos,Handsome And Wealthy
Chris Brown Featuring Usher & Rick Ross,New Flame
Busta Rhymes Featuring Eminem,Calm Down
Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle
Jack & Jack,Doing It Right
Lil Wayne,Krazy
Jeezy Featuring Jay Z,Seen It All
Trey Songz Featuring Nicki Minaj,"Touchin, Lovin"
John Legend,You & I (Nobody In The World)
Usher Featuring Nicki Minaj,She Came To Give It To You
Rae Sremmurd,No Flex Zone
Drake,0 To 100 / The Catch Up
Wiz Khalifa Feautring Project Pat & Juicy J,KK
Kirko Bangz Featuring August Alsina,Rich
Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,You And Your Friends
Tameka Tiny Harris,What You Gon Do?
Bobby Shmurda,Hot Boy
Wiz Khalifa,Stayin Out All Night
The Weeknd,Often
"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",Shell Shocked
Nicki Minaj,Anaconda
Jack & Jack,Wild Life
Wiz Khalifa,Promises
"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",Hold You Down
Wiz Khalifa Featuring Ghost Loft,So High
August Alsina,No Love
Jack & Jack,Cold Hearted
French Montana,Don't Panic
"Juicy J Featuring Nicki Minaj, Lil Bibby & Young Thug",Low
Eminem Featuring Sia,Guts Over Fear
Chris Brown,X
Wiz Khalifa,Ass Drop
Kem,It's You
Yo Gotti,Errrbody
Jack & Jack,Tides
PARTYNEXTDOOR Featuring Drake,Recognize
Kid Ink Featuring Usher & Tinashe,Body Language
I LOVE MAKONNEN Featuring Drake,Tuesday
Lil Wayne Featuring Drake,Grindin'
YelaWolf,Till It's Gone
Chris Brown Featuring Kendrick Lamar,Autumn Leaves
Ne-Yo Featuring Juicy J,She Knows
Chris Brown Featuring Jhene Aiko,Drunk Texting
Chris Brown Featuring Trey Songz,Songs On 12 Play
Kendrick Lamar,i
Big Sean Featuring E-40,I Don't F**k With You
Rae Sremmurd,No Type
Hoodie Allen,Act My Age
Snootie Wild Featuring K Camp,Made Me
OG Maco Featuring 2 Chainz,U Guessed It
Tinashe Featuring A$AP Rocky,Pretend
Aretha Franklin,Rolling In The Deep (The Aretha Version)
Hoodie Allen,Numbers
Tamar Braxton Featuring Future,Let Me Know
Jasmine V Featuring Kendrick Lamar,That's Me Right There
Childish Gambino,Sober
Bobby Shmurda,Bobby Bitch
DeJ Loaf,Try Me
A$AP Rocky Featuring Juicy J,Multiply
Teyana Taylor Featuring Pusha T & Yo Gotti,Maybe
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.
Iggy Azalea Featuring M0,Beg For It
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only
Wale Featuring Jeremih,The Body
Usher Featuring Juicy J,I Don't Mind
Mary J. Blige,Whole Damn Year
"Eminem, Royce Da 5'9"", Big Sean, Danny Brown, DeJ Loaf & Trick Trick",Detroit Vs. Everybody
P Reign Featuring Drake & Future,DnF
Iggy Azalea,Iggy SZN
B.o.B Featuring Trey Songz,Not For Long
Nicki Minaj Featuring Skylar Grey,Bed Of Lies
O.T. Genasis,CoCo
Meek Mill Featuring Boosie BadAzz,FYM
Damien,"He Ain't Heavy, He's My Brother"
Kevin Gates Featuring August Alsina,I Don't Get Tired (#IDGT)
Beyonce,7/11
Beyonce,Ring Off
Beyonce Featuring Mr. Vegas,Standing On The Sun Remix
K. Michelle,Love 'Em All
Beyonce,Blow
ScHoolboy Q,Hell Of A Night
Omarion Featuring Chris Brown & Jhene Aiko,Post To Be
Chris Jamison,Sexual Healing
Shy Glizzy,Awwsome
Nicki Minaj,All Things Go
Jack & Jack,Right Where You Are
J. Cole,Wet Dreamz
J. Cole,No Role Modelz
J. Cole,Apparently
J. Cole,Fire Squad
J. Cole,A Tale Of 2 Citiez
J. Cole,G.O.M.D.
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo
J. Cole,03' Adolescence
J. Cole,January 28th
J. Cole,Love Yourz
J. Cole,St. Tropez
Nicki Minaj Featuring Beyonce,Feeling Myself
Damien,Soldier
Nicki Minaj Featuring Ariana Grande,Get On Your Knees
Nicki Minaj,I Lied
Nicki Minaj,The Crying Game
D'Angelo And The Vanguard,Really Love
Nicki Minaj Featuring Jeremih,Favorite
Nicki Minaj Featuring Meek Mill,Buy A Heart
The Weeknd,Earned It (Fifty Shades Of Grey)
French Montana Featuring Jeremih,Bad B*tch
Rae Sremmurd,Up Like Trump
Kanye West Featuring Paul McCartney,Only One
Chris Brown & Tyga,Ayo
Machine Gun Kelly,Til I Die
Empire Cast Featuring Jussie Smollett,Good Enough
Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter
Natalie La Rose Featuring Jeremih,Somebody
Common & John Legend,Glory
Fetty Wap,Trap Queen
Kid Ink Featuring Chris Brown,Hotel
Empire Cast Featuring Jussie Smollett & Yazz,No Apologies
Ludacris Featuring Miguel,Good Lovin
Rihanna & Kanye West & Paul McCartney,FourFiveSeconds
Trey Songz,Slow Motion
Jack & Jack Featuring Skate,Like That
Ciara,I Bet
Jeremih Featuring J. Cole,Planez
K Camp,Lil Bit
Kid Ink Featuring DeJ Loaf,Be Real
Big Sean Featuring Drake,Blessings
Carnage Featuring Migos,Bricks
OB OBrien Featuring Drake & P. Reign,Schemin' Up
Empire Cast Featuring Jussie Smollett,Keep Your Money
Empire Cast Featuring Yazz & Serayah McNeill,Drip Drop
Drake,How About Now
Drake,Energy
Drake Featuring PARTYNEXTDOOR,Preach
Drake,Legend
Drake,10 Bands
Drake Featuring Lil Wayne,Used To
The Weeknd,Where You Belong
Chris Brown & Tyga Featuring ScHoolboy Q,Bitches N Marijuana
Drake,No Tellin'
Drake,Jungle
Drake,6PM In New York
Drake,Now & Forever
Drake,6 Man
Drake,Know Yourself
Drake,6 God
Wiz Khalifa & Iggy Azalea,Go Hard Or Go Home
Drake,Star67
Drake,Madonna
Drake Featuring Travi$ Scott,Company
Drake Featuring PARTYNEXTDOOR,Wednesday Night Interlude
Big Sean Featuring Kanye West & John Legend,One Man Can Change The World
Kendrick Lamar,The Blacker The Berry
Drake,You & The 6
Empire Cast Featuring Jussie Smollett & Yazz,You're So Beautiful
Big Sean Featuring Kanye West,All Your Fault
Silento,Watch Me
Big Sean,Paradise
Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games
Big Sean Featuring Jhene Aiko,I Know
"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",All Day
Empire Cast Featuring Estelle & Jussie Smollett,Conqueror
Meek Mill,Monster
Meek Mill Featuring Big Sean & A$AP Ferg,B Boy
Wale Featuring Usher,The Matrimony
Iggy Azalea Featuring Jennifer Hudson,Trouble
Wiz Khalifa Featuring Charlie Puth,See You Again
Future,Commas
Empire Cast Featuring V. Bozeman,What Is Love
Kendrick Lamar,King Kunta
Kendrick Lamar,Alright
Kendrick Lamar Featuring George Clinton & Thundercat,Wesley's Theory
"Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat",These Walls
"Kendrick Lamar Featuring Bilal, Anna Wise & Snoop Dogg",Institutionalized
Kendrick Lamar,u
Kendrick Lamar,Hood Politics
Kendrick Lamar Featuring James Fauntleroy & Ronald Isley,How Much A Dollar Cost
Kendrick Lamar,For Free? (Interlude)
Kendrick Lamar,Momma
Empire Cast Featuring Jussie Smollett,Nothing To Lose
Kendrick Lamar,For Sale? (Interlude)
Rihanna,B**** Better Have My Money
Action Bronson Featuring Chance The Rapper,Baby Blue
Migos,One Time
Chedda Da Connect,Flicka Da Wrist
Snoop Dogg Featuring Charlie Wilson,Peaches N Cream
"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",Ride Out
Machine Gun Kelly Featuring Victoria Monet,A Little More
T-Wayne,Nasty Freestyle
Tinashe Featuring Iggy Azalea,All Hands On Deck
Rich Homie Quan,Flex (Ooh Ooh Ooh)
Rae Sremmurd,Come Get Her
YelaWolf Featuring Eminem,Best Friend
Bandit Gang Marco Featuring Dro,Nasty
The-Dream Featuring T.I.,That's My S**t
Jidenna Featuring Roman GianArthur,Classic Man
Juicy J Featuring Wiz Kalifah & R. City,For Everybody
DeJ Loaf Featuring Lil Wayne,Me U & Hennessy
Cameron Dallas Featuring Sj3,She Bad
Young Thug,Check
Mariah Carey,Infinity
Tech N9Ne Featuring 2 Chainz & B.o.B,Hood Go Crazy
Miguel,Coffee
Jamie Foxx Featuring Chris Brown,You Changed Me
"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",How Many Times
T.I. Featuring Chris Brown,Private Show
Janelle Monae & Jidenna,Yoga
Tink,Million
Rae Sremmurd,This Could Be Us
Snoop Dogg Featuring Stevie Wonder,California Roll
Koryn Hawthorne,Bright Fire
The Weeknd,The Hills
A$AP Rocky,L$D
A$AP Rocky Featuring ScHoolboy Q,Electric Body
A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2)
A$AP Rocky Featuring Bones,Canal St.
A$AP Rocky Featuring Lil Wayne,M'$
A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,Everyday
Eminem,Phenomenal
Lil Durk Featuring Jeremih,Like Me
Travi$ Scott Featuring Future & 2 Chainz,3500
E-40,Choices (Yup)
Janet Featuring J. Cole,No Sleeep
Meek Mill Featuring Chris Brown & Nicki Minaj,All Eyes On You
Fetty Wap Featuring Monty,My Way
The Weeknd,Can't Feel My Face
Fetty Wap Featuring Remy Boyz,679
Meek Mill Featuring Drake,R.I.C.O.
Meek Mill Featuring Nicki Minaj,Bad For You
Meek Mill,Lord Knows
Meek Mill,Check
Meek Mill Featuring The Weeknd,Pullin Up
Meek Mill Featuring Future,Jump Out The Face
The Game Featuring Drake,100
Chris Brown,Liquor
Lil Wayne & Charlie Puth,Nothing But Trouble (Instagram Models)
Puff Daddy & The Family Featuring Pharrell Williams,Finna Get Loose
Natalie La Rose Featuring Fetty Wap,Around The World
Meek Mill,I Got The Juice
Tyrese,Shame
Eminem Featuring Gwen Stefani,Kings Never Die
K Camp,Comfortable
Future Featuring Drake,Where Ya At
Future,Blow A Bag
Ciara,Dance Like We're Making Love
Future,Trap N****s
Future,Real Sisters
DeJ Loaf Featuring Big Sean,Back Up
Future,Thought It Was A Drought
Bryson Tiller,Don't
Trey Songz,About You
Drake,Back To Back
Drake,Hotline Bling
Drake,Charged Up
Drake,Right Hand
iLoveMemphis,Hit The Quan
Fetty Wap,Again
Mac Miller,100 Grandkids
"Dr. Dre Featuring Eminem, Candice Pillay & Anderson .Paak",Medicine Man
Robin Thicke Featuring Nicki Minaj,Back Together
Dr. Dre Featuring King Mez & Justus,Talk About It
N.W.A,Straight Outta Compton
Eazy-E,Boyz-N-The Hood
N.W.A,F**k Tha Police
Nelly Featuring Jeremih,The Fix
Post Malone,White Iverson
50 Cent,9 Shots
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown
Ty Dolla $ign Featuring Future & Rae Sremmurd,Blase
Travis Scott,Antidote
The Weeknd Featuring Lana Del Rey,Prisoner
The Weeknd,Tell Your Friends
The Weeknd,Acquainted
The Weeknd,Real Life
The Weeknd,Shameless
The Weeknd Featuring Labrinth,Losers
The Weeknd Featuring Ed Sheeran,Dark Times
The Weeknd,In The Night
The Weeknd,Angel
Tyga,Stimulated
The Weeknd,As You Are
Wiz Khalifa Featuring Rae Sremmurd,Burn Slow
Drake & Future,Jumpman
Fetty Wap,RGF Island
Drake & Future,Diamonds Dancing
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money
Drake & Future,Big Rings
Drake & Future,Digital Dash
Drake & Future,Live From The Gutter
Drake & Future,Scholarships
Drake,30 For 30 Freestyle
Drake & Future,I'm The Plug
Drake & Future,Change Locations
Drake & Future,Plastic Bag
Future,Jersey
Fetty Wap Featuring Monty,Jugg
Fetty Wap Featuring Monty,How We Do Things
Tinashe Featuring Chris Brown,Player
Tory Lanez,Say It
Omarion Featuring Kid Ink & French Montana,I'm Up
Alessia Cara,Here
DeJ Loaf Featuring Future,Hey There
G-Eazy x Bebe Rexha,"Me, Myself & I"
Bryson Tiller,Exchange
"DJ Khaled Featuring Chris Brown, August Alsina & Fetty Wap",Gold Slugs
Future,Stick Talk
DLOW,Do It Like Me
G-Eazy,Random
Missy Elliott Featuring Pharrell Williams,WTF (Where They From)
Rick Ross Featuring Chris Brown,Sorry
Yo Gotti Featuring Nicki Minaj,Down In The DM
Logic,Fade Away
G-Eazy Featuring Starrah,Order More
Logic,I Am The Greatest
Young Thug,Best Friend
Future,Rich $ex
G-Eazy Featuring Chris Brown & Tory Lanez,Drifting
"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",California
Migos,Pipe It Up
2 Chainz,Watch Out
Bryson Tiller,Sorry Not Sorry
Chris Brown,Back To Sleep
Empire Cast Featuring Jussie Smollett & Alicia Keys,Powerful
Kevin Gates,Really Really
G-Eazy Featuring Big Sean,One Of Them
G-Eazy,Calm Down
G-Eazy,You Got Me
G-Eazy Featuring Marc E. Bassy,Some Kind Of Drug
Jeremih,Oui
Kevin Gates,2 Phones
Bryson Tiller,Let 'Em Know
Future,March Madness
Bryson Tiller,Been That Way
Chris Brown,Little More (Royalty)
iLoveMemphis,Lean & Dabb
Chris Brown Featuring Solo Lucci,Wrist
Chris Brown,Picture Me Rollin'
Lil Durk & DeJ Loaf,My Beyonce
Curren$Y Featuring August Alsina & Lil Wayne,Bottom Of The Bottle
K Camp Featuring Fetty Wap,1Hunnid
DJ Mustard Featuring Travi$ Scott,Whole Lotta Lovin'
Kid Ink Featuring Fetty Wap,Promise
Bryson Tiller,Right My Wrongs
Kirk Franklin,Wanna Be Happy?
Mac Miller Featuring Miguel,Weekend
O.T. Genasis Featuring Young Dolph,Cut It
2 Milly,Milly Rock
Rihanna Featuring Drake,Work
Wiz Khalifa Featuring Travi$ Scott,Bake Sale
Snakehips Featuring Tinashe & Chance The Rapper,All My Friends
Belly Featuring The Weeknd,Might Not
DJ Luke Nasty,Might Be
A$AP Ferg Featuring Future,New Level
Ty Dolla $ign Featuring E-40,Saved
Drake,Summer Sixteen
Rihanna,Needed Me
"Kevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",Jam
Tinashe,Watch Me Work
Rihanna,Sex With Me
Rihanna,Kiss It Better
Tory Lanez,LA Confidential
Rihanna Featuring SZA,Consideration
Future Featuring The Weeknd,Low Life
Future,Fly S**t Only
Fetty Wap,Jimmy Choo
Rihanna,Desperado
Future,Xanny Family
Rihanna,"Yeah, I Said It"
Future,Ain't No Time
Future,Maybach
Zendaya Featuring Chris Brown,Something New
Future,Seven Rings
Andra Day,Rise Up
Beyonce,Formation
Migos,Look At My Dab
Desiigner,Panda
Dreezy Featuring Jeremih,Body
Miguel,Waves
Kevin Gates,Time For That
Kendrick Lamar,Untitled 02 l 06.23.2014.
Kendrick Lamar,Untitled 07 l Levitate
2 Chainz Featuring Lil Wayne,Gotta Lotta
2 Chainz Featuring Lil Wayne,Bounce
2 Chainz Featuring Lil Wayne,Smell Like Money
Young Greatness,Moolah
Kendrick Lamar,Untitled 03 l 05.28.2013.
Plies,Ran Off On Da Plug Twice
MadeinTYO,Uber Everywhere
Ro James,Permission
Hopsin,Ill Mind Of Hopsin 8
"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",All The Way Up
Yo Gotti Featuring E-40,Law
Rae Sremmurd,By Chance
Young Thug,With Them
Young Thug,Digits
Young Thug,Memo
Kanye West,Famous
Drake Featuring The Throne,Pop Style
Drake Featuring WizKid & Kyla,One Dance
Kanye West,Father Stretch My Hands Pt. 1
Kanye West,Pt. 2
Kanye West,Ultralight Beam
Kanye West,Waves
Kanye West,FML
Kanye West,Real Friends
PARTYNEXTDOOR Featuring Drake,Come And See Me
Kanye West,Feedback
Kanye West,Wolves
Kanye West,Highlights
Kanye West,Freestyle 4
Kanye West,I Love Kanye
M-City J.R.,Addicted To My Ex
Maxwell,Lake By The Ocean
Prince And The Revolution,Purple Rain
Prince,When Doves Cry
Prince And The Revolution,Kiss
Prince,Little Red Corvette
Prince And The Revolution,Let's Go Crazy
Future,Wicked
Rae Sremmurd,Look Alive
Beyonce,Sorry
Beyonce,Hold Up
Beyonce Featuring The Weeknd,6 Inch
Beyonce Featuring Jack White,Don't Hurt Yourself
Prince And The Revolution,Raspberry Beret
Beyonce Featuring Kendrick Lamar,Freedom
Beyonce,Pray You Catch Me
Beyonce,All Night
Prince And The Revolution,I Would Die 4 U
Beyonce,Daddy Lessons
Beyonce,Sandcastles
Beyonce,Love Drought
Beyonce Featuring James Blake,Forward
Fetty Wap,Wake Up
Post Malone,Go Flex
Kent Jones,Don't Mind
Drake,Hype
Drake,Controlla
Drake Featuring Future,Grammys
Drake,Still Here
Drake,U With Me?
Drake,9
Drake Featuring PARTYNEXTDOOR,With You
Drake,Childs Play
Drake Featuring Rihanna,Too Good
Drake,Feel No Ways
Drake,Weston Road Flows
Drake,Redemption
Drake,Keep The Family Close
Drake Featuring Pimp C & dvsn,Faithful
Drake,Fire & Desire
Drake,Views
Alicia Keys,In Common
Chris Brown,Grass Ain't Greener
Chance The Rapper Featuring Lil Wayne & 2 Chainz,No Problem
ScHoolboy Q Featuring Kanye West,THat Part
Chance The Rapper Featuring Ty Dolla $ign,Blessings
Chance The Rapper Featuring Kanye West & Chicago Children's Choir,All We Got
Chance The Rapper Featuring Justin Bieber & Towkio,Juke Jam
Chance The Rapper Featuring Young Thug & Lil Yachty,Mixtape
Rihanna,Love On The Brain
Wale,My PYT
50 Cent Featuring Sonny Digital Or Chris Brown,I'm The Man
YG Featuring Drake & Kamaiyah,Why You Always Hatin?
DJ Khaled Featuring Drake,For Free
Mike WiLL Made-It x Rihanna,Nothing Is Promised
Lil Uzi Vert,Money Longer
Young Thug And Travis Scott Featuring Quavo,Pick Up The Phone
"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",Champions
D.R.A.M. Featuring Lil Yachty,Broccoli
Lil Uzi Vert,You Was Right
Dae Dae,"Wat U Mean (Aye, Aye, Aye)"
T.I. Featuring Marsha Ambrosius,Dope
French Montana Featuring Kodak Black,Lockjaw
Lil Yachty,1 Night
Usher Featuring Young Thug,No Limit
DJ Khaled Featuring Jay Z & Future,I Got The Keys
Tory Lanez,Luv
Rihanna,Sledgehammer
Logic,Flexicution
Logic Featuring Pusha T,Wrist
"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain
French Montana Featuring Drake,No Shopping
"DJ Drama Featuring Chris Brown, Skeme & Lyquin",Wishing
Desiigner,Tiimmy Turner
Gucci Mane & Drake,Back On Road
Gucci Mane Featuring Kanye West,P**** Print
Rob $tone Featuring J. Davi$ & Spooks,Chill Bill
"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",Holy Key
Gucci Mane,1st Day Out Tha Feds
21 Savage & Metro Boomin Featuring Future,X
"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",Do You Mind
YFN Lucci Featuring Migos & Trouble,Key To The Streets
Kehlani,Gangsta
Rae Sremmurd Featuring Gucci Mane,Black Beatles
Amine,Caroline
Young M.A,OOOUUU
PARTYNEXTDOOR,Not Nice
Joey Bada$$,Devastated
PARTYNEXTDOOR,Don't Know How
Frank Ocean,Nikes
Frank Ocean,Ivy
Frank Ocean,Pink + White
DJ ESCO Featuring Future & Lil Uzi Vert,Too Much Sauce
Frank Ocean,Solo
Frank Ocean,Nights
Frank Ocean,Self Control
Frank Ocean,Skyline To
Young Thug,Wyclef Jean
"Young Thug Featuring Travis Scott, Gucci Mane & Gunna",Floyd Mayweather
Young Thug,Harambe
"Young Thug Featuring Quavo, Offset & Young Scooter",Guwop
The Game Featuring Jeremih,All Eyez
Travis Scott,Goosebumps
Kanye West,Fade
Travis Scott,Through The Late Night
Travis Scott,Beibs In The Trap
Travis Scott,Way Back
Post Malone Featuring Justin Bieber,Deja Vu
Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem)
Kehlani,CRZY
Lil Uzi Vert,Ps & Qs
The Weeknd Featuring Daft Punk,Starboy
Mac Miller Featuring Anderson .Paak,Dang!
Russ,What They Want
Wiz Khalifa Featuring Lil Uzi Vert,Pull Up
The Weeknd,False Alarm
Solange,Cranes In The Sky
Solange Featuring Sampha,Don't Touch My Hair
Solange Featuring Lil Wayne,Mad
A Boogie Wit da Hoodie,My Sh*t
John Legend,Love Me Now
Jidenna,Long Live The Chief
Machine Gun Kelly x Camila Cabello,Bad Things
21 Savage & Metro Boomin,No Heart
Kodak Black,No Flockin
Lloyd,Tru
2 Chainz Featuring Drake,Big Amount
Drake,Fake Love
Drake Featuring 21 Savage,Sneakin'
PnB Rock,Selfish
Meek Mill Featuring Tory Lanez,Litty
Meek Mill Featuring Lil Uzi Vert & Nicki Minaj,Froze
Meek Mill Featuring Young Thug & 21 Savage,Offended
Drake,"Two Birds, One Stone"
Meek Mill,On The Regular
Meek Mill Featuring Quavo,The Difference
Meek Mill,Blue Notes
Meek Mill,Blessed Up
Meek Mill,Shine
Meek Mill Featuring Lil Snupe & French Montana,Outro
Jeezy Featuring Bankroll Fresh,All There
Future Featuring Drake,Used To This
Big Sean,Bounce Back
Migos Featuring Lil Uzi Vert,Bad And Boujee
21 Savage,Red Opps
YG Featuring Nipsey Hussle,FDT
Childish Gambino,Me And Your Mama
A Tribe Called Quest,We The People....
A Boogie Wit da Hoodie Featuring DJ SPINKING,Timeless
A Boogie Wit da Hoodie,Jungle
Mary J. Blige,Thick Of It
Lil Uzi Vert,Erase Your Social
Bruno Mars,24K Magic
The Weeknd,Party Monster
The Weeknd Featuring Daft Punk,I Feel It Coming
Childish Gambino,Redbone
Bruno Mars,That's What I Like
Eminem,Infinite
Bruno Mars,Versace On The Floor
Bruno Mars,Chunky
The Weeknd Featuring Kendrick Lamar,Sidewalks
The Weeknd,Reminder
The Weeknd,Six Feet Under
The Weeknd,Die For You
The Weeknd,Rockin'
The Weeknd Featuring Future,All I Know
The Weeknd,Secrets
The Weeknd,True Colors
The Weeknd Featuring Lana Del Rey,Stargirl Interlude
The Weeknd,Attention
The Weeknd,Nothing Without You
The Weeknd,A Lonely Night
The Weeknd,Love To Lay
The Weeknd,Ordinary Life
Kehlani,Distraction
Nicki Minaj X Mike WiLL Made-It,Black Barbies
J. Cole,False Prophets
J. Cole,Deja Vu
J. Cole,Immortal
J. Cole,Neighbors
J. Cole,Change
J. Cole,She's Mine Pt.1
J. Cole,For Whom The Bell Tolls
J. Cole,Ville Mentality
J. Cole,4 Your Eyez Only
J. Cole,Foldin Clothes
J. Cole,She's Mine Pt. 2
J. Cole,Everybody Dies
Post Malone Featuring Quavo,Congratulations
DJ Luke Nasty,OTW
Rae Sremmurd,Swang
Gucci Mane Featuring Drake,Both
Chris Brown Featuring Usher & Gucci Mane,Party
Kid Cudi Featuring Travis Scott,Baptized In Fire
Ugly God,Water
Wham! Featuring George Michael,Careless Whisper
Big Sean,Moves
KYLE Featuring Lil Yachty,iSpy
Kodak Black Featuring PnB Rock,Too Many Years
Khalid,Location
Sage The Gemini,Now & Later
Nebu Kiniza,Gassed Up!
Tyga Featuring Kanye West,Feel Me
Migos,T-Shirt
2 Chainz x Gucci Mane x Quavo,Good Drank
Wale Featuring Lil Wayne,Running Back
Big Sean,Halfway Off The Balcony
"Kevin ""Chocolate Droppa"" Hart Featuring Trey Songz",Push It On Me
Migos Featuring Gucci Mane,Slippery
Migos Featuring Travis Scott,Kelly Price
Migos,Call Casting
Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj,Run Up
Missy Elliott Featuring Lamb,I'm Better
Migos,Get Right Witcha
Migos Featuring DJ Khaled,Culture
Migos,Brown Paper Bag
Migos,What The Price
Migos Featuing 2 Chainz,Deadz
Migos,All Ass
Migos,Big On Big
Big Sean Featuring Eminem,No Favors
Big Sean Featuring Migos,Sacrifices
Big Sean,Jump Out The Window
Big Sean,Owe Me
Mariah Carey Featuring YG,I Don't
XXXTENTACION,Look At Me!
Big Sean Featuring Jeremih,Light
Big Sean,Voices In My Head / Stick To The Plan
Ayo & Teo,Rolex
DJ Khaled Featuring Beyonce & JAY Z,Shining
Kodak Black,Everything 1K
DJ Suede The Remix God,Cash Me Outside (#CashMeOutside)
Russ,Losin Control
6LACK,Prblms
Desiigner,Outlet
Kodak Black,Tunnel Vision
Future,Draco
Future,Mask Off
Future,Rent Money
Future,Super Trapper
Future,Zoom
NAV Featuring The Weeknd,Some Way
Future,Good Dope
Future,I'm So Groovy
Future,High Demand
Future,Might As Well
Calvin Harris Featuring Frank Ocean & Migos,Slide
Future Featuring Rihanna,Selfish
Future Featuring The Weeknd,Comin Out Strong
Gucci Mane & Nicki Minaj,Make Love
Future,My Collection
Future,Lookin Exotic
Fat Joe & Remy Ma Featuring Ty Dolla $ign,Money Showers
Future,Incredible
Future,Damage
"Lil Uzi Vert, Quavo & Travis Scott",Go Off
"Mike WiLL Made-It Featuring 21 Savage, YG & Migos",Gucci On My
MadeinTYO,Skateboard P
"Nicki Minaj, Drake & Lil Wayne",No Frauds
Nicki Minaj,Regret In Your Tears
Nicki Minaj & Lil Wayne,Changed It
Frank Ocean,Chanel
A Boogie Wit da Hoodie Featuring Kodak Black,Drowning
Drake,Passionfruit
